Name,Type,Master,X,Y
reconstruction/DF_top/FE_OFC33603_buf2_1_31,inst,INVxp67_ASAP7_75t_R,23.22,105.246
reconstruction/DF_top/FE_OFC33469_buf2_1_23,inst,INVxp67_ASAP7_75t_R,29.16,104.706
reconstruction/DF_top/FE_OFC33033_buf3_0_8,inst,INVxp33_ASAP7_75t_R,16.74,113.886
reconstruction/DF_top/FE_OFC32945_buf0_3_22,inst,INVxp33_ASAP7_75t_R,33.048,97.146
reconstruction/DF_top/FE_OFC32697_buf2_1_5,inst,INVxp67_ASAP7_75t_R,38.502,104.436
reconstruction/DF_top/FE_OFC32625_buf3_2_21,inst,INVxp33_ASAP7_75t_R,31.968,114.966
reconstruction/DF_top/FE_OFC32624_buf3_1_20,inst,INVxp33_ASAP7_75t_R,37.8,111.996
reconstruction/DF_top/FE_OFC32601_buf2_2_30,inst,INVxp33_ASAP7_75t_R,26.298,108.756
reconstruction/DF_top/FE_OFC32558_buf2_2_20,inst,INVxp33_ASAP7_75t_R,33.75,100.926
reconstruction/DF_top/FE_OFC32528_buf3_1_22,inst,INVxp33_ASAP7_75t_R,30.51,110.106
reconstruction/DF_top/FE_OFC32527_buf3_1_19,inst,INVxp33_ASAP7_75t_R,33.426,111.456
reconstruction/DF_top/FE_OFC32526_buf0_1_23,inst,INVxp33_ASAP7_75t_R,28.62,96.876
reconstruction/DF_top/FE_OFC32497_buf3_1_18,inst,INVxp33_ASAP7_75t_R,29.052,115.776
reconstruction/DF_top/FE_OFC32496_buf2_3_15,inst,INVxp33_ASAP7_75t_R,26.568,106.326
reconstruction/DF_top/FE_OFC32495_buf2_2_15,inst,INVxp33_ASAP7_75t_R,26.298,106.596
reconstruction/DF_top/FE_OFC32479_buf3_0_7,inst,INVxp33_ASAP7_75t_R,40.608,111.186
reconstruction/DF_top/FE_OFC32460_buf3_3_20,inst,INVxp33_ASAP7_75t_R,37.746,111.186
reconstruction/DF_top/FE_OFC32459_buf0_3_17,inst,INVxp33_ASAP7_75t_R,32.076,96.066
reconstruction/DF_top/FE_OFC32458_buf0_0_12,inst,INVxp33_ASAP7_75t_R,14.256,96.066
reconstruction/DF_top/FE_OFC32457_buf0_0_8,inst,INVxp33_ASAP7_75t_R,14.688,94.986
reconstruction/DF_top/FE_OFC32431_buf3_3_21,inst,INVxp33_ASAP7_75t_R,30.672,115.776
reconstruction/DF_top/FE_OFC32430_buf0_2_30,inst,INVxp33_ASAP7_75t_R,24.084,98.226
reconstruction/DF_top/FE_OFC32407_buf3_1_17,inst,INVxp33_ASAP7_75t_R,30.348,115.776
reconstruction/DF_top/FE_OFC32406_buf2_2_3,inst,INVxp33_ASAP7_75t_R,37.908,110.106
reconstruction/DF_top/FE_OFC32405_buf0_3_20,inst,INVxp33_ASAP7_75t_R,32.562,97.956
reconstruction/DF_top/FE_OFC32389_buf3_2_15,inst,INVxp33_ASAP7_75t_R,27.162,111.996
reconstruction/DF_top/FE_OFC32370_buf2_0_17,inst,INVxp67_ASAP7_75t_R,29.97,105.516
reconstruction/DF_top/FE_OFC32343_buf2_3_7,inst,INVxp33_ASAP7_75t_R,38.502,108.486
reconstruction/DF_top/FE_OFC32342_buf0_2_12,inst,INVxp33_ASAP7_75t_R,13.662,97.146
reconstruction/DF_top/FE_OFC32341_buf0_2_9,inst,INVxp33_ASAP7_75t_R,20.574,96.066
reconstruction/DF_top/FE_OFC32308_buf3_0_12,inst,INVxp33_ASAP7_75t_R,20.628,113.346
reconstruction/DF_top/FE_OFC32279_buf0_0_13,inst,INVxp33_ASAP7_75t_R,14.256,95.796
reconstruction/DF_top/FE_OFC32278_buf3_1_16,inst,INVxp33_ASAP7_75t_R,30.726,113.076
reconstruction/DF_top/FE_OFC32250_buf3_3_15,inst,INVxp33_ASAP7_75t_R,27.054,111.726
reconstruction/DF_top/FE_OFC32244_buf2_3_19,inst,INVxp33_ASAP7_75t_R,34.992,106.596
reconstruction/DF_top/FE_OFC32210_buf3_2_10,inst,INVxp33_ASAP7_75t_R,16.74,112.806
reconstruction/DF_top/FE_OFC32161_buf3_2_7,inst,INVxp67_ASAP7_75t_R,36.612,112.536
reconstruction/DF_top/FE_OFC32152_buf2_3_8,inst,INVxp33_ASAP7_75t_R,25.596,106.866
reconstruction/DF_top/FE_OFC32137_buf3_2_5,inst,INVxp33_ASAP7_75t_R,36.72,112.806
reconstruction/DF_top/FE_OFC32103_buf3_3_22,inst,INVxp33_ASAP7_75t_R,34.506,111.186
reconstruction/DF_top/FE_OFC32071_buf2_2_6,inst,INVxp33_ASAP7_75t_R,38.556,109.836
reconstruction/DF_top/FE_OFC32049_buf3_2_9,inst,INVxp33_ASAP7_75t_R,18.198,114.156
reconstruction/DF_top/FE_OFC31980_buf3_3_23,inst,INVxp33_ASAP7_75t_R,32.724,113.346
reconstruction/DF_top/FE_OFC31910_buf2_2_16,inst,INVxp33_ASAP7_75t_R,30.888,99.576
reconstruction/DF_top/FE_OFC31683_DF_edge_counter_MW_2,inst,INVx3_ASAP7_75t_SL,42.93,91.206
reconstruction/DF_top/FE_OFC31647_DF_edge_counter_MR_2,inst,INVx1_ASAP7_75t_L,44.766,73.926
reconstruction/DF_top/FE_OFC31512_p1_MW_6,inst,INVx1_ASAP7_75t_R,31.05,122.526
reconstruction/DF_top/FE_OFC30407_DF_edge_counter_MR_1,inst,INVx1_ASAP7_75t_L,44.766,75.276
reconstruction/DF_top/FE_OFC28225_n_1,inst,INVx3_ASAP7_75t_SL,42.606,138.456
reconstruction/DF_top/FE_OFC28102_DF_mbAddrB_RAM_wr,inst,INVx1_ASAP7_75t_L,42.606,89.586
reconstruction/DF_top/FE_OFC16250_DF_edge_counter_MW_3,inst,INVx3_ASAP7_75t_SL,42.444,91.476
reconstruction/DF_top/FE_OFC13253_DF_edge_counter_MW_5,inst,INVx3_ASAP7_75t_SL,40.662,92.826
reconstruction/DF_top/FE_OFC11739_DF_edge_counter_MW_1,inst,INVx2_ASAP7_75t_SL,41.418,93.906
reconstruction/DF_top/FE_OFC4085_DF_edge_counter_MW_0,inst,INVx3_ASAP7_75t_SL,40.986,94.986
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC32138_DF_mbAddrA_RF_dout_7,inst,INVxp67_ASAP7_75t_SL,27.972,65.556
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC31656_DF_mbAddrA_RF_dout_1,inst,INVxp67_ASAP7_75t_SL,23.382,65.826
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC31621_DF_mbAddrA_RF_dout_3,inst,INVx1_ASAP7_75t_R,16.578,68.796
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC31613_DF_mbAddrA_RF_dout_26,inst,INVxp67_ASAP7_75t_SL,16.578,66.636
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC31595_DF_mbAddrA_RF_dout_23,inst,INVx1_ASAP7_75t_R,16.254,66.096
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC28069_DF_mbAddrA_RF_wr_addr_4,inst,INVx1_ASAP7_75t_L,14.472,69.336
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC28041_DF_mbAddrA_RF_wr_addr_2,inst,INVx1_ASAP7_75t_L,14.04,69.066
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27954_DF_mbAddrA_RF_wr_addr_1,inst,INVx1_ASAP7_75t_L,13.878,70.686
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27635_n_579,inst,INVx1_ASAP7_75t_L,13.878,68.796
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27610_n_588,inst,INVxp33_ASAP7_75t_R,13.122,68.796
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27473_n_733,inst,INVx1_ASAP7_75t_L,6.534,60.426
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27453_n_764,inst,INVx1_ASAP7_75t_L,4.104,62.586
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27442_n_702,inst,INVxp67_ASAP7_75t_R,15.66,64.206
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27436_n_603,inst,INVx1_ASAP7_75t_L,13.284,69.336
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27322_n_729,inst,INVx1_ASAP7_75t_L,7.938,47.466
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27319_n_1150,inst,INVx1_ASAP7_75t_SL,8.694,47.466
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27318_n_669,inst,INVx1_ASAP7_75t_SL,10.26,61.506
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27317_n_1151,inst,INVx1_ASAP7_75t_L,22.464,67.446
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27316_n_623,inst,INVx1_ASAP7_75t_SL,21.276,68.796
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27304_n_660,inst,INVx1_ASAP7_75t_L,13.338,71.766
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27301_n_704,inst,INVxp67_ASAP7_75t_R,16.038,64.206
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27267_n_725,inst,INVx1_ASAP7_75t_L,3.456,58.536
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27251_n_1154,inst,INVx1_ASAP7_75t_L,2.214,78.786
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27249_n_723,inst,INVx1_ASAP7_75t_L,2.052,59.346
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27248_n_1155,inst,INVx1_ASAP7_75t_SL,10.908,77.166
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27247_n_624,inst,INVx1_ASAP7_75t_SL,26.46,68.256
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27246_n_1163,inst,INVx1_ASAP7_75t_SL,5.832,50.436
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27245_n_668,inst,INVx1_ASAP7_75t_SL,4.752,60.696
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27242_n_671,inst,INVx1_ASAP7_75t_L,23.76,68.256
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27241_n_737,inst,INVx1_ASAP7_75t_L,25.704,61.776
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27240_n_665,inst,INVx1_ASAP7_75t_L,7.182,50.166
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27238_n_622,inst,INVx1_ASAP7_75t_L,12.15,75.546
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27237_n_667,inst,INVx1_ASAP7_75t_L,11.394,62.046
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27228_n_661,inst,INVx1_ASAP7_75t_L,13.068,71.226
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27147_n_721,inst,INVx1_ASAP7_75t_L,6.372,60.426
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27132_n_731,inst,INVx1_ASAP7_75t_L,11.34,45.576
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27131_n_727,inst,INVx1_ASAP7_75t_L,8.478,48.006
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27109_n_1160,inst,INVx1_ASAP7_75t_L,5.724,49.356
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC27065_n_762,inst,INVx1_ASAP7_75t_L,7.614,81.756
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC26972_FE_RN_1,inst,INVx1_ASAP7_75t_L,24.516,70.416
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC26944_n_1162,inst,INVx1_ASAP7_75t_SL,9.558,45.306
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC26751_n_756,inst,INVx1_ASAP7_75t_L,7.83,74.736
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC26666_n_758,inst,INVx1_ASAP7_75t_L,25.164,72.306
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC26599_n_1153,inst,INVx1_ASAP7_75t_SL,8.91,82.566
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC26372_DF_mbAddrA_RF_rd_addr_3,inst,INVx1_ASAP7_75t_L,19.224,69.066
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC26364_DF_mbAddrA_RF_rd_addr_4,inst,INVx1_ASAP7_75t_L,15.174,70.416
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC26342_n_1157,inst,INVx1_ASAP7_75t_L,2.106,77.436
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC26330_DF_mbAddrA_RF_rd_addr_0,inst,INVx1_ASAP7_75t_L,15.66,70.686
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC26329_DF_mbAddrA_RF_rd_addr_1,inst,INVxp67_ASAP7_75t_R,15.984,70.686
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25770_n_593,inst,INVx1_ASAP7_75t_L,14.58,66.366
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25546_n_599,inst,INVx1_ASAP7_75t_L,12.582,72.306
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25441_n_583,inst,INVxp67_ASAP7_75t_R,15.39,70.146
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25437_n_597,inst,INVxp67_ASAP7_75t_R,11.286,68.526
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25419_n_595,inst,INVx1_ASAP7_75t_L,11.664,69.066
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25355_n_673,inst,INVx1_ASAP7_75t_L,3.132,63.396
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25346_n_646,inst,INVx1_ASAP7_75t_L,11.286,51.786
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25342_n_652,inst,INVx1_ASAP7_75t_L,23.112,68.796
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25308_n_679,inst,INVx1_ASAP7_75t_L,8.424,61.236
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25300_n_605,inst,INVx1_ASAP7_75t_L,12.69,70.686
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25248_n_634,inst,INVx1_ASAP7_75t_L,12.906,80.136
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25243_n_650,inst,INVx1_ASAP7_75t_R,22.194,67.176
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25206_n_656,inst,INVx1_ASAP7_75t_L,11.772,54.486
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25204_n_640,inst,INVx1_ASAP7_75t_L,11.772,72.576
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25203_n_638,inst,INVx1_ASAP7_75t_L,19.602,67.446
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25201_n_685,inst,INVx1_ASAP7_75t_L,11.448,49.626
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25198_n_689,inst,INVx1_ASAP7_75t_L,11.988,49.356
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25195_n_700,inst,INVx1_ASAP7_75t_L,9.45,65.016
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25194_n_636,inst,INVx1_ASAP7_75t_L,21.114,68.526
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25192_n_654,inst,INVx1_ASAP7_75t_L,8.208,62.046
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25191_n_626,inst,INVx1_ASAP7_75t_L,19.656,69.876
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25190_n_681,inst,INVx1_ASAP7_75t_L,11.772,51.786
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25149_n_677,inst,INVx1_ASAP7_75t_L,12.69,80.136
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25131_n_648,inst,INVx1_ASAP7_75t_L,14.472,53.676
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25126_n_683,inst,INVx1_ASAP7_75t_L,3.186,65.016
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25125_n_644,inst,INVx1_ASAP7_75t_L,11.988,75.546
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25123_n_658,inst,INVx1_ASAP7_75t_L,13.716,53.946
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25119_n_642,inst,INVx1_ASAP7_75t_SL,9.774,63.666
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25060_n_675,inst,INVx1_ASAP7_75t_L,7.128,66.906
reconstruction/DF_top/DF_mbAddrA_RAM/FE_OFC25058_n_632,inst,INVx1_ASAP7_75t_L,11.988,73.656
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[0],inst,ASYNC_DFFHx1_ASAP7_75t_SL,20.952,66.096
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[1],inst,ASYNC_DFFHx1_ASAP7_75t_SL,21.978,65.826
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[2],inst,ASYNC_DFFHx1_ASAP7_75t_SL,22.842,70.146
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[3],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.228,68.256
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[4],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.12,71.226
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[5],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.552,70.146
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[6],inst,ASYNC_DFFHx1_ASAP7_75t_SL,19.818,67.176
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[7],inst,ASYNC_DFFHx1_ASAP7_75t_SL,26.568,65.556
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[8],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.822,74.466
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[9],inst,ASYNC_DFFHx1_ASAP7_75t_SL,14.256,74.466
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[10],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.066,66.906
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[11],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.444,69.336
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[12],inst,ASYNC_DFFHx1_ASAP7_75t_SL,14.58,74.196
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[13],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.66,69.066
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[14],inst,ASYNC_DFFHx1_ASAP7_75t_SL,16.2,65.286
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[15],inst,ASYNC_DFFHx1_ASAP7_75t_SL,14.31,73.656
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[16],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.66,73.926
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[17],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.444,73.386
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[18],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.39,69.876
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[19],inst,ASYNC_DFFHx1_ASAP7_75t_SL,14.958,72.846
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[20],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.714,67.176
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[21],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.012,71.496
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[22],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.336,74.736
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[23],inst,ASYNC_DFFHx1_ASAP7_75t_SL,14.85,66.096
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[24],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.714,65.826
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[25],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.714,73.656
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[26],inst,ASYNC_DFFHx1_ASAP7_75t_SL,14.796,66.366
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[27],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.336,67.716
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[28],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.174,67.446
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[29],inst,ASYNC_DFFHx1_ASAP7_75t_SL,14.958,75.006
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[30],inst,ASYNC_DFFHx1_ASAP7_75t_SL,15.174,65.556
reconstruction/DF_top/DF_mbAddrA_RAM/data_out_reg[31],inst,ASYNC_DFFHx1_ASAP7_75t_SL,14.958,75.276
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][0],inst,DFFHQNx1_ASAP7_75t_R,24.138,66.366
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][1],inst,DFFHQNx1_ASAP7_75t_R,23.544,65.826
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][2],inst,DFFHQNx1_ASAP7_75t_R,23.814,71.226
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][3],inst,DFFHQNx1_ASAP7_75t_R,21.06,67.446
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][4],inst,DFFHQNx1_ASAP7_75t_R,23.652,70.956
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][5],inst,DFFHQNx1_ASAP7_75t_R,23.922,72.306
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][6],inst,DFFHQNx1_ASAP7_75t_R,23.166,67.176
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][7],inst,DFFHQNx1_ASAP7_75t_R,23.112,66.096
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][8],inst,DFFHQNx1_ASAP7_75t_R,17.172,73.926
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][9],inst,DFFHQNx1_ASAP7_75t_R,18.522,74.196
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][10],inst,DFFHQNx1_ASAP7_75t_R,19.494,66.366
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][11],inst,DFFHQNx1_ASAP7_75t_R,20.466,67.716
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][12],inst,DFFHQNx1_ASAP7_75t_R,18.792,75.546
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][13],inst,DFFHQNx1_ASAP7_75t_R,18.468,67.716
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][14],inst,DFFHQNx1_ASAP7_75t_R,19.116,65.826
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][15],inst,DFFHQNx1_ASAP7_75t_R,21.384,75.276
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][16],inst,DFFHQNx1_ASAP7_75t_R,20.196,75.276
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][17],inst,DFFHQNx1_ASAP7_75t_R,22.464,74.466
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][18],inst,DFFHQNx1_ASAP7_75t_R,21.222,69.066
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][19],inst,DFFHQNx1_ASAP7_75t_R,23.706,74.466
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][20],inst,DFFHQNx1_ASAP7_75t_R,21.006,66.636
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][21],inst,DFFHQNx1_ASAP7_75t_R,24.138,73.386
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][22],inst,DFFHQNx1_ASAP7_75t_R,21.978,75.006
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][23],inst,DFFHQNx1_ASAP7_75t_R,22.518,66.636
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][24],inst,DFFHQNx1_ASAP7_75t_R,20.088,65.016
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][25],inst,DFFHQNx1_ASAP7_75t_R,19.926,75.546
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][26],inst,DFFHQNx1_ASAP7_75t_R,19.926,66.906
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][27],inst,DFFHQNx1_ASAP7_75t_R,18.738,67.176
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][28],inst,DFFHQNx1_ASAP7_75t_R,18.414,66.366
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][29],inst,DFFHQNx1_ASAP7_75t_R,18.252,75.006
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][30],inst,DFFHQNx1_ASAP7_75t_R,18.144,65.556
reconstruction/DF_top/DF_mbAddrA_RAM/ram_reg[0][31],inst,DFFHQNx1_ASAP7_75t_R,19.602,74.196
