Name,Type,Master,Height,Width,isSource,isSink,isNode,Cluster_id,color
FE_RC_2230_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,34.0,"(np.int64(186), np.int64(50), np.int64(186))"
FE_RC_2229_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,34.0,"(np.int64(186), np.int64(50), np.int64(186))"
FE_RC_2227_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
FE_RC_2225_0,inst,AOI21xp5_ASAP7_75t_SL,0.27,0.27,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
FE_RC_2218_0,inst,OAI21xp5_ASAP7_75t_SL,0.27,0.27,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2217_0,inst,OAI21xp5_ASAP7_75t_SL,0.27,0.27,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2216_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,21.0,"(np.int64(118), np.int64(118), np.int64(118))"
FE_RC_2214_0,inst,INVx1_ASAP7_75t_R,0.27,0.162,True,True,True,21.0,"(np.int64(118), np.int64(118), np.int64(118))"
FE_RC_2213_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,21.0,"(np.int64(118), np.int64(118), np.int64(118))"
FE_RC_2212_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,21.0,"(np.int64(118), np.int64(118), np.int64(118))"
FE_RC_2208_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,10.0,"(np.int64(50), np.int64(186), np.int64(186))"
FE_RC_2205_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2204_0,inst,AO22x2_ASAP7_75t_SL,0.27,0.54,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2203_0,inst,AO21x1_ASAP7_75t_SL,0.27,0.324,True,True,True,16.0,"(np.int64(118), np.int64(50), np.int64(50))"
FE_RC_2200_0,inst,NAND2xp5_ASAP7_75t_SL,0.27,0.216,True,True,True,16.0,"(np.int64(118), np.int64(50), np.int64(50))"
FE_RC_2199_0,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,16.0,"(np.int64(118), np.int64(50), np.int64(50))"
FE_RC_2197_0,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,16.0,"(np.int64(118), np.int64(50), np.int64(50))"
FE_RC_2196_0,inst,AO21x1_ASAP7_75t_SL,0.27,0.324,True,True,True,16.0,"(np.int64(118), np.int64(50), np.int64(50))"
FE_RC_2195_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2193_0,inst,OAI22xp5_ASAP7_75t_SL,0.27,0.324,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2192_0,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2191_0,inst,AOI21xp33_ASAP7_75t_L,0.27,0.27,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2190_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2189_0,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2187_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,10.0,"(np.int64(50), np.int64(186), np.int64(186))"
FE_RC_2184_0,inst,AO21x1_ASAP7_75t_SL,0.27,0.324,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2183_0,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2182_0,inst,OR3x1_ASAP7_75t_R,0.27,0.324,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2181_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2180_0,inst,NAND2xp33_ASAP7_75t_R,0.27,0.216,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2179_0,inst,NAND2xp5_ASAP7_75t_R,0.27,0.216,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2178_0,inst,OAI211xp5_ASAP7_75t_SL,0.27,0.324,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2177_0,inst,OA21x2_ASAP7_75t_R,0.27,0.378,True,True,True,19.0,"(np.int64(118), np.int64(50), np.int64(255))"
FE_RC_2175_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,11.0,"(np.int64(50), np.int64(186), np.int64(255))"
FE_RC_2174_0,inst,AO21x1_ASAP7_75t_SL,0.27,0.324,True,True,True,11.0,"(np.int64(50), np.int64(186), np.int64(255))"
FE_RC_2173_0,inst,OAI21xp5_ASAP7_75t_SL,0.27,0.27,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2172_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2171_0,inst,NAND2xp5_ASAP7_75t_R,0.27,0.216,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2170_0,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2169_0,inst,NAND2xp33_ASAP7_75t_R,0.27,0.216,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2167_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2165_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2164_0,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2163_0,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2162_0,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2161_0,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2160_0,inst,AO211x2_ASAP7_75t_SL,0.27,0.864,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2157_0,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,19.0,"(np.int64(118), np.int64(50), np.int64(255))"
FE_RC_2156_0,inst,AOI21xp5_ASAP7_75t_R,0.27,0.27,True,True,True,19.0,"(np.int64(118), np.int64(50), np.int64(255))"
FE_RC_2154_0,inst,OR2x2_ASAP7_75t_L,0.27,0.324,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2152_0,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2151_0,inst,NAND2xp5_ASAP7_75t_SL,0.27,0.216,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2150_0,inst,INVx1_ASAP7_75t_R,0.27,0.162,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2149_0,inst,OAI21xp5_ASAP7_75t_SL,0.27,0.27,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2148_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,16.0,"(np.int64(118), np.int64(50), np.int64(50))"
FE_RC_2146_0,inst,OAI211xp5_ASAP7_75t_SL,0.27,0.324,True,True,True,34.0,"(np.int64(186), np.int64(50), np.int64(186))"
FE_RC_2145_0,inst,AOI21xp33_ASAP7_75t_R,0.27,0.27,True,True,True,34.0,"(np.int64(186), np.int64(50), np.int64(186))"
FE_RC_2143_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,34.0,"(np.int64(186), np.int64(50), np.int64(186))"
FE_RC_2142_0,inst,OAI22xp33_ASAP7_75t_R,0.27,0.324,True,True,True,34.0,"(np.int64(186), np.int64(50), np.int64(186))"
FE_RC_2141_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,34.0,"(np.int64(186), np.int64(50), np.int64(186))"
FE_RC_2138_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2137_0,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2136_0,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2135_0,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2134_0,inst,NAND2xp5_ASAP7_75t_L,0.27,0.216,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2133_0,inst,OAI211xp5_ASAP7_75t_SL,0.27,0.324,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2132_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
FE_RC_2131_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
FE_RC_2129_0,inst,OAI22x1_ASAP7_75t_SL,0.27,0.54,True,True,True,16.0,"(np.int64(118), np.int64(50), np.int64(50))"
FE_RC_2128_0,inst,AND2x2_ASAP7_75t_SL,0.27,0.324,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2126_0,inst,OA21x2_ASAP7_75t_R,0.27,0.378,True,True,True,16.0,"(np.int64(118), np.int64(50), np.int64(50))"
FE_RC_2124_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
FE_RC_2122_0,inst,AO22x1_ASAP7_75t_R,0.27,0.486,True,True,True,10.0,"(np.int64(50), np.int64(186), np.int64(186))"
FE_RC_2120_0,inst,AOI21x1_ASAP7_75t_SL,0.27,0.432,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2119_0,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2118_0,inst,AOI21x1_ASAP7_75t_SL,0.27,0.432,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2116_0,inst,AO211x2_ASAP7_75t_SL,0.27,0.864,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2115_0,inst,AOI21x1_ASAP7_75t_SL,0.27,0.432,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2114_0,inst,XNOR2x1_ASAP7_75t_SL,0.27,0.648,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2113_0,inst,NAND2x1p5_ASAP7_75t_SL,0.27,0.432,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2089_0_dup,inst,AOI21x1_ASAP7_75t_SL,0.27,0.432,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2109_0,inst,NAND2xp5_ASAP7_75t_L,0.27,0.216,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2107_0,inst,AO22x1_ASAP7_75t_SL,0.27,0.486,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2106_0,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2105_0,inst,NOR2xp33_ASAP7_75t_R,0.27,0.216,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2104_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2103_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2102_0,inst,NAND2xp33_ASAP7_75t_R,0.27,0.216,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2100_0,inst,OAI21xp5_ASAP7_75t_SL,0.27,0.27,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
FE_RC_2099_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
FE_RC_2098_0,inst,OAI211xp5_ASAP7_75t_SL,0.27,0.324,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
FE_RC_2091_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2090_0,inst,OR2x6_ASAP7_75t_SL,0.27,0.648,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2089_0,inst,AOI21xp5_ASAP7_75t_SL,0.27,0.27,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2088_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2085_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,16.0,"(np.int64(118), np.int64(50), np.int64(50))"
FE_RC_2084_0,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,16.0,"(np.int64(118), np.int64(50), np.int64(50))"
FE_RC_2081_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2079_0,inst,AOI22x1_ASAP7_75t_SL,0.27,0.54,True,True,True,11.0,"(np.int64(50), np.int64(186), np.int64(255))"
FE_RC_2078_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,19.0,"(np.int64(118), np.int64(50), np.int64(255))"
FE_RC_2074_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,34.0,"(np.int64(186), np.int64(50), np.int64(186))"
FE_RC_2073_0,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,34.0,"(np.int64(186), np.int64(50), np.int64(186))"
FE_RC_2072_0,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,34.0,"(np.int64(186), np.int64(50), np.int64(186))"
FE_RC_2070_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,11.0,"(np.int64(50), np.int64(186), np.int64(255))"
FE_RC_2069_0,inst,NAND2x1p5_ASAP7_75t_SL,0.27,0.432,True,True,True,11.0,"(np.int64(50), np.int64(186), np.int64(255))"
FE_RC_2067_0,inst,INVx1_ASAP7_75t_R,0.27,0.162,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2066_0,inst,OAI21x1_ASAP7_75t_SL,0.27,0.432,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2065_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2064_0,inst,AND3x1_ASAP7_75t_R,0.27,0.324,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2063_0,inst,NAND2xp33_ASAP7_75t_R,0.27,0.216,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2061_0,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2060_0,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2059_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2057_0,inst,NAND2xp5_ASAP7_75t_SL,0.27,0.216,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2055_0,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2054_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2053_0,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2047_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,19.0,"(np.int64(118), np.int64(50), np.int64(255))"
FE_RC_2046_0,inst,OAI211xp5_ASAP7_75t_SL,0.27,0.324,True,True,True,19.0,"(np.int64(118), np.int64(50), np.int64(255))"
FE_RC_2043_0,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,19.0,"(np.int64(118), np.int64(50), np.int64(255))"
FE_RC_2042_0,inst,AO21x1_ASAP7_75t_R,0.27,0.324,True,True,True,19.0,"(np.int64(118), np.int64(50), np.int64(255))"
FE_RC_2040_0,inst,OR3x1_ASAP7_75t_R,0.27,0.324,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
FE_RC_2039_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
FE_RC_2037_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
FE_RC_2033_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,11.0,"(np.int64(50), np.int64(186), np.int64(255))"
FE_RC_2032_0,inst,OAI21x1_ASAP7_75t_SL,0.27,0.432,True,True,True,11.0,"(np.int64(50), np.int64(186), np.int64(255))"
FE_RC_2031_0,inst,INVx1_ASAP7_75t_L,0.27,0.162,True,True,True,25.0,"(np.int64(118), np.int64(186), np.int64(118))"
FE_RC_2029_0,inst,NAND2xp33_ASAP7_75t_R,0.27,0.216,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_2027_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2024_0,inst,AO21x1_ASAP7_75t_SL,0.27,0.324,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2023_0,inst,NAND2xp5_ASAP7_75t_SL,0.27,0.216,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2018_0,inst,NAND2xp5_ASAP7_75t_SL,0.27,0.216,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2017_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2016_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2015_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2014_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2011_0,inst,OR3x1_ASAP7_75t_R,0.27,0.324,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2010_0,inst,OA21x2_ASAP7_75t_R,0.27,0.378,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_RC_2007_0,inst,AND2x2_ASAP7_75t_R,0.27,0.324,True,True,True,3.0,"(np.int64(50), np.int64(50), np.int64(255))"
FE_RC_2005_0,inst,OR2x2_ASAP7_75t_R,0.27,0.324,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_RC_2003_0,inst,AND2x2_ASAP7_75t_SL,0.27,0.324,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2002_0,inst,NAND2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2001_0,inst,NAND2xp5_ASAP7_75t_SL,0.27,0.216,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_2000_0,inst,NAND2xp5_ASAP7_75t_SL,0.27,0.216,True,True,True,29.0,"(np.int64(118), np.int64(255), np.int64(118))"
FE_RC_1996_0,inst,NOR2xp33_ASAP7_75t_L,0.27,0.216,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_RC_1993_0,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,4.0,"(np.int64(50), np.int64(118), np.int64(50))"
