Source,Sink,Weight,Net
FE_DBTC2211_net_52832,inst_70852,0.111111111111,FE_DBTN2211_net_52832
FE_DBTC2211_net_52832,inst_70877,0.111111111111,FE_DBTN2211_net_52832
FE_DBTC2211_net_52832,inst_70911,0.111111111111,FE_DBTN2211_net_52832
FE_DBTC2211_net_52832,inst_70914,0.111111111111,FE_DBTN2211_net_52832
FE_DBTC2211_net_52832,inst_70963,0.111111111111,FE_DBTN2211_net_52832
FE_DBTC2210_FE_RN_1756_0,FE_RC_29595_0,0.5,FE_DBTN2210_FE_RN_1756_0
FE_DBTC2210_FE_RN_1756_0,FE_RC_5621_0,0.5,FE_DBTN2210_FE_RN_1756_0
FE_DBTC2209_net_69059,FE_RC_19525_0,0.125,FE_DBTN2209_net_69059
FE_DBTC2209_net_69059,FE_RC_20438_0,0.125,FE_DBTN2209_net_69059
FE_DBTC2209_net_69059,FE_RC_29534_0,0.125,FE_DBTN2209_net_69059
FE_DBTC2209_net_69059,FE_RC_29536_0,0.125,FE_DBTN2209_net_69059
FE_DBTC2209_net_69059,inst_89215,0.125,FE_DBTN2209_net_69059
FE_DBTC2209_net_69059,inst_89217,0.125,FE_DBTN2209_net_69059
FE_DBTC2209_net_69059,inst_89218,0.125,FE_DBTN2209_net_69059
FE_DBTC2209_net_69059,inst_89219,0.125,FE_DBTN2209_net_69059
FE_DBTC2208_net_2560,FE_RC_29381_0,0.25,FE_DBTN2208_net_2560
FE_DBTC2208_net_2560,inst_3894,0.25,FE_DBTN2208_net_2560
FE_DBTC2208_net_2560,inst_3912,0.25,FE_DBTN2208_net_2560
FE_DBTC2208_net_2560,inst_3914,0.25,FE_DBTN2208_net_2560
FE_DBTC2207_net_14192,FE_RC_29307_0,0.333333333333,FE_DBTN2207_net_14192
FE_DBTC2207_net_14192,FE_RC_29309_0,0.333333333333,FE_DBTN2207_net_14192
FE_DBTC2207_net_14192,FE_RC_29425_0,0.333333333333,FE_DBTN2207_net_14192
FE_DBTC2206_FE_RN_2291_0,FE_RC_29260_0,0.166666666667,FE_DBTN2206_FE_RN_2291_0
FE_DBTC2206_FE_RN_2291_0,inst_71690,0.166666666667,FE_DBTN2206_FE_RN_2291_0
FE_DBTC2206_FE_RN_2291_0,inst_71691,0.166666666667,FE_DBTN2206_FE_RN_2291_0
FE_DBTC2206_FE_RN_2291_0,inst_71697,0.166666666667,FE_DBTN2206_FE_RN_2291_0
FE_DBTC2206_FE_RN_2291_0,inst_71827,0.166666666667,FE_DBTN2206_FE_RN_2291_0
FE_DBTC2206_FE_RN_2291_0,inst_71867,0.166666666667,FE_DBTN2206_FE_RN_2291_0
FE_DBTC2205_net_74063,FE_RC_29194_0,0.2,FE_DBTN2205_net_74063
FE_DBTC2205_net_74063,inst_94633,0.2,FE_DBTN2205_net_74063
FE_DBTC2205_net_74063,inst_94652,0.2,FE_DBTN2205_net_74063
FE_DBTC2205_net_74063,inst_94714,0.2,FE_DBTN2205_net_74063
FE_DBTC2205_net_74063,inst_94740,0.2,FE_DBTN2205_net_74063
FE_DBTC2204_FE_OFN127670_net_16634,FE_RC_29070_0,0.125,FE_DBTN2204_FE_OFN127670_net_16634
FE_DBTC2204_FE_OFN127670_net_16634,inst_77991,0.125,FE_DBTN2204_FE_OFN127670_net_16634
FE_DBTC2204_FE_OFN127670_net_16634,inst_77994,0.125,FE_DBTN2204_FE_OFN127670_net_16634
FE_DBTC2204_FE_OFN127670_net_16634,inst_77995,0.125,FE_DBTN2204_FE_OFN127670_net_16634
FE_DBTC2204_FE_OFN127670_net_16634,inst_77997,0.125,FE_DBTN2204_FE_OFN127670_net_16634
FE_DBTC2204_FE_OFN127670_net_16634,inst_78016,0.125,FE_DBTN2204_FE_OFN127670_net_16634
FE_DBTC2204_FE_OFN127670_net_16634,inst_78017,0.125,FE_DBTN2204_FE_OFN127670_net_16634
FE_DBTC2204_FE_OFN127670_net_16634,inst_79065,0.125,FE_DBTN2204_FE_OFN127670_net_16634
FE_DBTC2203_net_69046,FE_RC_29388_0,0.5,FE_DBTN2203_net_69046
FE_DBTC2203_net_69046,FE_RC_5481_0,0.5,FE_DBTN2203_net_69046
FE_DBTC2202_net_48323,FE_RC_28922_0,0.333333333333,FE_DBTN2202_net_48323
FE_DBTC2202_net_48323,FE_RC_28924_0,0.333333333333,FE_DBTN2202_net_48323
FE_DBTC2202_net_48323,FE_RC_28926_0,0.333333333333,FE_DBTN2202_net_48323
FE_DBTC2201_net_123992,FE_RC_13628_0,0.25,FE_DBTN2201_net_123992
FE_DBTC2201_net_123992,FE_RC_13640_0,0.25,FE_DBTN2201_net_123992
FE_DBTC2201_net_123992,FE_RC_17391_0,0.25,FE_DBTN2201_net_123992
FE_DBTC2201_net_123992,FE_RC_28850_0,0.25,FE_DBTN2201_net_123992
FE_DBTC2200_net_62583,FE_RC_28807_0,0.5,FE_DBTN2200_net_62583
FE_DBTC2200_net_62583,FE_RC_5556_0,0.5,FE_DBTN2200_net_62583
FE_DBTC2199_net_59966,FE_RC_12738_0,0.2,FE_DBTN2199_net_59966
FE_DBTC2199_net_59966,FE_RC_28943_0,0.2,FE_DBTN2199_net_59966
FE_DBTC2199_net_59966,FE_RC_4363_0,0.2,FE_DBTN2199_net_59966
FE_DBTC2199_net_59966,inst_77510,0.2,FE_DBTN2199_net_59966
FE_DBTC2199_net_59966,inst_77538,0.2,FE_DBTN2199_net_59966
FE_DBTC2198_net_53427,FE_RC_28130_0,0.333333333333,FE_DBTN2198_net_53427
FE_DBTC2198_net_53427,FE_RC_28136_0,0.333333333333,FE_DBTN2198_net_53427
FE_DBTC2198_net_53427,FE_RC_28727_0,0.333333333333,FE_DBTN2198_net_53427
FE_DBTC2197_net_70312,FE_RC_16388_0,0.25,FE_DBTN2197_net_70312
FE_DBTC2197_net_70312,FE_RC_19694_0,0.25,FE_DBTN2197_net_70312
FE_DBTC2197_net_70312,FE_RC_28686_0,0.25,FE_DBTN2197_net_70312
FE_DBTC2197_net_70312,FE_RC_28693_0,0.25,FE_DBTN2197_net_70312
FE_DBTC2196_FE_RN_14518_0,FE_RC_28648_0,0.5,FE_DBTN2196_FE_RN_14518_0
FE_DBTC2196_FE_RN_14518_0,FE_RC_28651_0,0.5,FE_DBTN2196_FE_RN_14518_0
FE_DBTC2195_net_64690,FE_RC_26258_0,0.5,FE_DBTN2195_net_64690
FE_DBTC2195_net_64690,FE_RC_28614_0,0.5,FE_DBTN2195_net_64690
FE_DBTC2194_net_65188,FE_RC_10165_0,0.142857142857,FE_DBTN2194_net_65188
FE_DBTC2194_net_65188,FE_RC_10629_0,0.142857142857,FE_DBTN2194_net_65188
FE_DBTC2194_net_65188,FE_RC_13453_0,0.142857142857,FE_DBTN2194_net_65188
FE_DBTC2194_net_65188,FE_RC_18290_0,0.142857142857,FE_DBTN2194_net_65188
FE_DBTC2194_net_65188,FE_RC_28512_0,0.142857142857,FE_DBTN2194_net_65188
FE_DBTC2194_net_65188,inst_84601,0.142857142857,FE_DBTN2194_net_65188
FE_DBTC2194_net_65188,inst_84656,0.142857142857,FE_DBTN2194_net_65188
FE_DBTC2193_FE_RN_14342_0,FE_RC_10532_0,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,FE_RC_10604_0,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,FE_RC_17907_0,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,FE_RC_19935_0,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,FE_RC_27132_0,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,FE_RC_27132_0_dup,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,FE_RC_2853_0,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,FE_RC_2894_0,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,FE_RC_4705_0,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,FE_RC_7252_0,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,FE_RC_9697_0,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,inst_80541,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,inst_80542,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,inst_81034,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,inst_81270,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,inst_81276,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,inst_81284,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,inst_81507,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,inst_81524,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,inst_81602,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,inst_82029,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2193_FE_RN_14342_0,inst_82031,0.0454545454545,FE_DBTN2193_FE_RN_14342_0
FE_DBTC2192_net_62346,FE_RC_25627_0,0.125,FE_DBTN2192_net_62346
FE_DBTC2192_net_62346,FE_RC_28357_0,0.125,FE_DBTN2192_net_62346
FE_DBTC2192_net_62346,FE_RC_3283_0,0.125,FE_DBTN2192_net_62346
FE_DBTC2192_net_62346,FE_RC_3474_0,0.125,FE_DBTN2192_net_62346
FE_DBTC2192_net_62346,inst_81270,0.125,FE_DBTN2192_net_62346
FE_DBTC2192_net_62346,inst_81276,0.125,FE_DBTN2192_net_62346
FE_DBTC2192_net_62346,inst_81284,0.125,FE_DBTN2192_net_62346
FE_DBTC2192_net_62346,inst_84200,0.125,FE_DBTN2192_net_62346
FE_DBTC2191_FE_RN_14253_0,FE_RC_28191_0,0.333333333333,FE_DBTN2191_FE_RN_14253_0
FE_DBTC2191_FE_RN_14253_0,FE_RC_28589_0,0.333333333333,FE_DBTN2191_FE_RN_14253_0
FE_DBTC2191_FE_RN_14253_0,FE_RC_8982_0,0.333333333333,FE_DBTN2191_FE_RN_14253_0
FE_DBTC2190_net_66377,FE_RC_15597_0,0.25,FE_DBTN2190_net_66377
FE_DBTC2190_net_66377,FE_RC_2737_0,0.25,FE_DBTN2190_net_66377
FE_DBTC2190_net_66377,FE_RC_28533_0,0.25,FE_DBTN2190_net_66377
FE_DBTC2190_net_66377,FE_RC_6980_0,0.25,FE_DBTN2190_net_66377
FE_DBTC2189_net_68614,FE_RC_1684_0,0.111111111111,FE_DBTN2189_net_68614
FE_DBTC2189_net_68614,FE_RC_28161_0,0.111111111111,FE_DBTN2189_net_68614
FE_DBTC2189_net_68614,FE_RC_28164_0,0.111111111111,FE_DBTN2189_net_68614
FE_DBTC2189_net_68614,FE_RC_28166_0,0.111111111111,FE_DBTN2189_net_68614
FE_DBTC2189_net_68614,FE_RC_28169_0,0.111111111111,FE_DBTN2189_net_68614
FE_DBTC2189_net_68614,FE_RC_28175_0,0.111111111111,FE_DBTN2189_net_68614
FE_DBTC2189_net_68614,inst_86929,0.111111111111,FE_DBTN2189_net_68614
FE_DBTC2189_net_68614,inst_86943,0.111111111111,FE_DBTN2189_net_68614
FE_DBTC2189_net_68614,inst_86945,0.111111111111,FE_DBTN2189_net_68614
FE_DBTC2188_FE_OFN127453_net_63213,FE_RC_16894_0,0.1,FE_DBTN2188_FE_OFN127453_net_63213
FE_DBTC2188_FE_OFN127453_net_63213,FE_RC_18076_0,0.1,FE_DBTN2188_FE_OFN127453_net_63213
FE_DBTC2188_FE_OFN127453_net_63213,FE_RC_21482_0,0.1,FE_DBTN2188_FE_OFN127453_net_63213
FE_DBTC2188_FE_OFN127453_net_63213,FE_RC_21489_0,0.1,FE_DBTN2188_FE_OFN127453_net_63213
FE_DBTC2188_FE_OFN127453_net_63213,FE_RC_25625_0,0.1,FE_DBTN2188_FE_OFN127453_net_63213
FE_DBTC2188_FE_OFN127453_net_63213,FE_RC_28148_0,0.1,FE_DBTN2188_FE_OFN127453_net_63213
FE_DBTC2188_FE_OFN127453_net_63213,FE_RC_4128_0,0.1,FE_DBTN2188_FE_OFN127453_net_63213
FE_DBTC2188_FE_OFN127453_net_63213,FE_RC_4456_0,0.1,FE_DBTN2188_FE_OFN127453_net_63213
FE_DBTC2188_FE_OFN127453_net_63213,inst_82011,0.1,FE_DBTN2188_FE_OFN127453_net_63213
FE_DBTC2188_FE_OFN127453_net_63213,inst_82185,0.1,FE_DBTN2188_FE_OFN127453_net_63213
FE_DBTC2187_net_63033,FE_RC_27993_0,0.333333333333,FE_DBTN2187_net_63033
FE_DBTC2187_net_63033,FE_RC_30548_0,0.333333333333,FE_DBTN2187_net_63033
FE_DBTC2187_net_63033,FE_RC_30550_0,0.333333333333,FE_DBTN2187_net_63033
FE_DBTC2186_net_87195,FE_RC_28280_0,0.5,FE_DBTN2186_net_87195
FE_DBTC2186_net_87195,FE_RC_29462_0,0.5,FE_DBTN2186_net_87195
FE_DBTC2185_net_60569,FE_RC_25588_0,0.5,FE_DBTN2185_net_60569
FE_DBTC2185_net_60569,FE_RC_27880_0,0.5,FE_DBTN2185_net_60569
FE_DBTC2184_net_59728,FE_RC_27540_0,0.1,FE_DBTN2184_net_59728
FE_DBTC2184_net_59728,FE_RC_5179_0,0.1,FE_DBTN2184_net_59728
FE_DBTC2184_net_59728,FE_RC_5928_0,0.1,FE_DBTN2184_net_59728
FE_DBTC2184_net_59728,inst_78105,0.1,FE_DBTN2184_net_59728
FE_DBTC2184_net_59728,inst_78107,0.1,FE_DBTN2184_net_59728
FE_DBTC2184_net_59728,inst_78170,0.1,FE_DBTN2184_net_59728
FE_DBTC2184_net_59728,inst_78171,0.1,FE_DBTN2184_net_59728
FE_DBTC2184_net_59728,inst_78203,0.1,FE_DBTN2184_net_59728
FE_DBTC2184_net_59728,inst_78206,0.1,FE_DBTN2184_net_59728
FE_DBTC2184_net_59728,inst_92408,0.1,FE_DBTN2184_net_59728
FE_DBTC2183_FE_RN_300,FE_RC_1255_0,0.0454545454545,FE_DBTN2183_FE_RN_300
FE_DBTC2183_FE_RN_300,FE_RC_19105_0,0.0454545454545,FE_DBTN2183_FE_RN_300
FE_DBTC2183_FE_RN_300,FE_RC_19189_0,0.0454545454545,FE_DBTN2183_FE_RN_300
FE_DBTC2183_FE_RN_300,FE_RC_21515_0,0.0454545454545,FE_DBTN2183_FE_RN_300
FE_DBTC2183_FE_RN_300,FE_RC_23353_0,0.0454545454545,FE_DBTN2183_FE_RN_300
FE_DBTC2183_FE_RN_300,FE_RC_26792_0,0.0454545454545,FE_DBTN2183_FE_RN_300
FE_DBTC2183_FE_RN_300,FE_RC_27698_0,0.0454545454545,FE_DBTN2183_FE_RN_300
