Name,Type,Master,Height,Width,isSource,isSink,isNode,Cluster_id,color
FE_DBTC2205_net_74063,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_DBTC2204_FE_OFN127670_net_16634,inst,INVx1_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2203_net_69046,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,20.0,"(np.int64(118), np.int64(118), np.int64(50))"
FE_DBTC2202_net_48323,inst,INVx1_ASAP7_75t_R,0.27,0.162,True,True,True,36.0,"(np.int64(186), np.int64(118), np.int64(50))"
FE_DBTC2201_net_123992,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,40.0,"(np.int64(186), np.int64(186), np.int64(50))"
FE_DBTC2200_net_62583,inst,INVx2_ASAP7_75t_L,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2199_net_59966,inst,INVx1_ASAP7_75t_R,0.27,0.162,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2198_net_53427,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,28.0,"(np.int64(118), np.int64(255), np.int64(50))"
FE_DBTC2197_net_70312,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,20.0,"(np.int64(118), np.int64(118), np.int64(50))"
FE_DBTC2196_FE_RN_14518_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2195_net_64690,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2194_net_65188,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2193_FE_RN_14342_0,inst,INVx2_ASAP7_75t_L,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2192_net_62346,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2191_FE_RN_14253_0,inst,INVx1_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2190_net_66377,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2189_net_68614,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,19.0,"(np.int64(118), np.int64(50), np.int64(255))"
FE_DBTC2188_FE_OFN127453_net_63213,inst,INVx4_ASAP7_75t_SL,0.27,0.324,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2187_net_63033,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2186_net_87195,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,18.0,"(np.int64(118), np.int64(50), np.int64(186))"
FE_DBTC2185_net_60569,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2184_net_59728,inst,INVx2_ASAP7_75t_L,0.27,0.216,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2183_FE_RN_300,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2182_net_126128,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2181_FE_OFN51569_net_125899,inst,INVx4_ASAP7_75t_SL,0.27,0.324,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2180_FE_RN_13778_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2179_FE_RN_5847_0,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2178_net_65825,inst,INVx2_ASAP7_75t_R,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2177_net_65795,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2176_net_56655,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2175_net_62673,inst,INVx1_ASAP7_75t_L,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2174_FE_RN_66,inst,INVx1_ASAP7_75t_L,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2173_net_76207,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_DBTC2172_net_126016,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2171_net_125969,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2170_net_66213,inst,INVx5_ASAP7_75t_SL,0.27,0.378,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2169_net_61472,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2168_net_55668,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,41.0,"(np.int64(186), np.int64(186), np.int64(118))"
FE_DBTC2167_FE_RN_13306_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2166_FE_RN_13293_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,19.0,"(np.int64(118), np.int64(50), np.int64(255))"
FE_DBTC2165_net_55466,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,32.0,"(np.int64(186), np.int64(50), np.int64(50))"
FE_DBTC2164_FE_RN_279,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2163_FE_RN_12791_0,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_DBTC2162_net_62853,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2161_net_67118,inst,INVx1_ASAP7_75t_L,0.27,0.162,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2160_net_80474,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,24.0,"(np.int64(118), np.int64(186), np.int64(50))"
FE_DBTC2159_FE_RN_187,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,20.0,"(np.int64(118), np.int64(118), np.int64(50))"
FE_DBTC2158_net_41726,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,22.0,"(np.int64(118), np.int64(118), np.int64(186))"
FE_DBTC2157_FE_RN_588_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2156_FE_RN_12855_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2155_net_63071,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2154_net_77133,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_DBTC2153_net_59741,inst,INVx1_ASAP7_75t_L,0.27,0.162,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2152_FE_OFN128574_net_48406,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,36.0,"(np.int64(186), np.int64(118), np.int64(50))"
FE_DBTC2151_net_126515,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,20.0,"(np.int64(118), np.int64(118), np.int64(50))"
FE_DBTC2150_FE_OCPN132612_net_42359,inst,INVx1_ASAP7_75t_L,0.27,0.162,True,True,True,22.0,"(np.int64(118), np.int64(118), np.int64(186))"
FE_DBTC2149_FE_RN_2045_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_DBTC2148_net_73767,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2147_net_67524,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,25.0,"(np.int64(118), np.int64(186), np.int64(118))"
FE_DBTC2146_net_64692,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2145_net_54043,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,28.0,"(np.int64(118), np.int64(255), np.int64(50))"
FE_DBTC2143_FE_RN_12288_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2142_net_63439,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2141_net_125761,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2140_net_67585,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,25.0,"(np.int64(118), np.int64(186), np.int64(118))"
FE_DBTC2138_net_64920,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2137_net_89514,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_DBTC2136_net_67823,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,25.0,"(np.int64(118), np.int64(186), np.int64(118))"
FE_DBTC2135_net_60670,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2134_net_63805,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2133_net_64909,inst,INVx4_ASAP7_75t_SL,0.27,0.324,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2132_net_78118,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_DBTC2131_FE_RN_11731_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_DBTC2130_net_62479,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2129_net_66388,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2128_FE_RN_11361_0,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2127_FE_RN_9120_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2126_net_125942,inst,INVx3_ASAP7_75t_SL,0.27,0.27,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2125_net_126015,inst,INVx1_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2124_net_62302,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2123_FE_OFN126915_net_125980,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2122_net_62549,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2121_FE_RN_9680_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,33.0,"(np.int64(186), np.int64(50), np.int64(118))"
FE_DBTC2120_FE_RN_11186_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2119_net_53783,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,33.0,"(np.int64(186), np.int64(50), np.int64(118))"
FE_DBTC2118_net_61881,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2117_net_62248,inst,INVx1_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2116_FE_OFN51761_net_125743,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2115_FE_RN_133,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2114_net_62896,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2113_net_64601,inst,INVx1_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2112_net_125882,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2111_net_64853,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2110_net_63355,inst,INVx1_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2109_net_125828,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2108_net_56921,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2107_net_52569,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,28.0,"(np.int64(118), np.int64(255), np.int64(50))"
FE_DBTC2105_net_61039,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2104_net_66292,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2103_FE_RN_7595_0,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_DBTC2102_net_68303,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,25.0,"(np.int64(118), np.int64(186), np.int64(118))"
FE_DBTC2101_FE_RN_84,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2100_net_89526,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_DBTC2099_net_5287,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,23.0,"(np.int64(118), np.int64(118), np.int64(255))"
FE_DBTC2098_net_60286,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2097_net_67000,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2096_FE_RN_1063_0,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,20.0,"(np.int64(118), np.int64(118), np.int64(50))"
FE_DBTC2095_FE_RN_10270_0,inst,INVx1_ASAP7_75t_L,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2094_FE_RN_8751_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2093_net_78101,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_DBTC2092_net_66387,inst,INVx4_ASAP7_75t_SL,0.27,0.324,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2091_net_60476,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2090_net_54764,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,41.0,"(np.int64(186), np.int64(186), np.int64(118))"
FE_DBTC2089_net_73603,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2088_net_126005,inst,INVx1_ASAP7_75t_L,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2087_net_54161,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,41.0,"(np.int64(186), np.int64(186), np.int64(118))"
FE_DBTC2086_net_63368,inst,INVx1_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2085_net_64146,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2084_net_61593,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2083_FE_RN_1637_0,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_DBTC2082_net_73926,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_DBTC2081_net_4859,inst,INVx1_ASAP7_75t_L,0.27,0.162,True,True,True,34.0,"(np.int64(186), np.int64(50), np.int64(186))"
FE_DBTC2080_net_61356,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2079_net_52764,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,28.0,"(np.int64(118), np.int64(255), np.int64(50))"
FE_DBTC2078_net_63666,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2077_net_67280,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,20.0,"(np.int64(118), np.int64(118), np.int64(50))"
FE_DBTC2076_net_52533,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,33.0,"(np.int64(186), np.int64(50), np.int64(118))"
FE_DBTC2075_FE_OFN131407_net_78289,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_DBTC2074_net_42975,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,22.0,"(np.int64(118), np.int64(118), np.int64(186))"
FE_DBTC2073_net_65617,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2072_net_60980,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2071_net_71896,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,19.0,"(np.int64(118), np.int64(50), np.int64(255))"
FE_DBTC2070_net_78488,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,8.0,"(np.int64(50), np.int64(186), np.int64(50))"
FE_DBTC2069_net_56780,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,6.0,"(np.int64(50), np.int64(118), np.int64(186))"
FE_DBTC2068_net_62402,inst,INVxp67_ASAP7_75t_R,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2067_net_93296,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,5.0,"(np.int64(50), np.int64(118), np.int64(118))"
FE_DBTC2066_FE_RN_1938_0,inst,INVx2_ASAP7_75t_SL,0.27,0.216,True,True,True,25.0,"(np.int64(118), np.int64(186), np.int64(118))"
FE_DBTC2065_net_12097,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,14.0,"(np.int64(50), np.int64(255), np.int64(186))"
FE_DBTC2064_net_64212,inst,INVxp67_ASAP7_75t_SL,0.27,0.162,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2063_FE_RN_9299_0,inst,INVxp33_ASAP7_75t_R,0.27,0.162,True,True,True,25.0,"(np.int64(118), np.int64(186), np.int64(118))"
FE_DBTC2062_net_62375,inst,INVx5_ASAP7_75t_SL,0.27,0.378,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2061_net_62530,inst,INVx2_ASAP7_75t_L,0.27,0.216,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
FE_DBTC2060_net_126163,inst,INVx6_ASAP7_75t_SL,0.27,0.432,True,True,True,0.0,"(np.int64(50), np.int64(50), np.int64(50))"
